"pancreatic.cancer" "pancreatic.cancer" "num_rep" "sample_num"
"1805" "hsa-miR-4732-5p" 0 1 8
"1806" "hsa-miR-4732-3p" 0 1 8
"1807" "hsa-miR-4733-5p" 0 1 8
"1808" "hsa-miR-4733-3p" 1 1 8
"1809" "hsa-miR-4734" 0 1 8
"1810" "hsa-miR-4735-5p" 0 1 8
"1811" "hsa-miR-4735-3p" 0 1 8
"1812" "hsa-miR-4736" 0 1 8
"1813" "hsa-miR-4737" 0 1 8
"1814" "hsa-miR-3064-5p" 7 1 8
"1815" "hsa-miR-3064-3p" 0 1 8
"1816" "hsa-miR-4738-5p" 0 1 8
"1817" "hsa-miR-4738-3p" 3 1 8
"1818" "hsa-miR-4739" 1 1 8
"1819" "hsa-miR-4740-5p" 1 1 8
"1820" "hsa-miR-4740-3p" 0 1 8
"1821" "hsa-miR-4741" 5 1 8
"1822" "hsa-miR-4742-5p" 3 1 8
"1823" "hsa-miR-4742-3p" 3 1 8
"1824" "hsa-miR-4743-5p" 0 1 8
"1825" "hsa-miR-4743-3p" 1 1 8
"1826" "hsa-miR-4744" 0 1 8
"1827" "hsa-miR-3591-5p" 0 1 8
"1828" "hsa-miR-3591-3p" 0 1 8
"1829" "hsa-miR-4745-5p" 5 1 8
"1830" "hsa-miR-4745-3p" 2 1 8
"1831" "hsa-miR-4746-5p" 8 1 8
"1832" "hsa-miR-4746-3p" 0 1 8
"1833" "hsa-miR-4747-5p" 4 1 8
"1834" "hsa-miR-4747-3p" 3 1 8
"1835" "hsa-miR-4748" 1 1 8
"1836" "hsa-miR-4749-5p" 1 1 8
"1837" "hsa-miR-4749-3p" 2 1 8
"1838" "hsa-miR-4750-5p" 3 1 8
"1839" "hsa-miR-4750-3p" 0 1 8
"1840" "hsa-miR-4751" 0 1 8
"1841" "hsa-miR-4752" 0 1 8
"1842" "hsa-miR-4753-5p" 0 1 8
"1843" "hsa-miR-4753-3p" 0 1 8
"1844" "hsa-miR-371b-5p" 0 1 8
"1845" "hsa-miR-371b-3p" 0 1 8
"1846" "hsa-miR-4754" 1 1 8
"1847" "hsa-miR-4755-5p" 4 1 8
"1848" "hsa-miR-4755-3p" 1 1 8
"1849" "hsa-miR-499b-5p" 0 1 8
"1850" "hsa-miR-499b-3p" 0 1 8
"1851" "hsa-miR-4756-5p" 0 1 8
"1852" "hsa-miR-4756-3p" 0 1 8
"1853" "hsa-miR-4757-5p" 0 1 8
"1854" "hsa-miR-4757-3p" 0 1 8
"1855" "hsa-miR-4758-5p" 5 1 8
"1856" "hsa-miR-4758-3p" 4 1 8
"1857" "hsa-miR-4759" 0 1 8
"1858" "hsa-miR-4760-5p" 0 1 8
"1859" "hsa-miR-4760-3p" 0 1 8
"1860" "hsa-miR-4761-5p" 0 1 8
"1861" "hsa-miR-4761-3p" 0 1 8
"1862" "hsa-miR-4762-5p" 0 1 8
"1863" "hsa-miR-4762-3p" 2 1 8
"1864" "hsa-miR-4763-5p" 0 1 8
"1865" "hsa-miR-4763-3p" 1 1 8
"1866" "hsa-miR-4764-5p" 0 1 8
"1867" "hsa-miR-4764-3p" 0 1 8
"1868" "hsa-miR-4765" 0 1 8
"1869" "hsa-miR-4766-5p" 0 1 8
"1870" "hsa-miR-4766-3p" 0 1 8
"1871" "hsa-miR-4767" 1 1 8
"1872" "hsa-miR-4768-5p" 0 1 8
"1873" "hsa-miR-4768-3p" 0 1 8
"1874" "hsa-miR-4769-5p" 1 1 8
"1875" "hsa-miR-4769-3p" 0 1 8
"1876" "hsa-miR-4770" 0 1 8
"1877" "hsa-miR-4771" 0 1 8
"1878" "hsa-miR-4772-5p" 0 1 8
"1879" "hsa-miR-4772-3p" 0 1 8
"1880" "hsa-miR-4773" 2 1 8
"1881" "hsa-miR-4774-5p" 0 1 8
"1882" "hsa-miR-4774-3p" 0 1 8
"1883" "hsa-miR-4775" 5 1 8
"1884" "hsa-miR-4776-5p" 0 1 8
"1885" "hsa-miR-4776-3p" 0 1 8
"1886" "hsa-miR-4777-5p" 0 1 8
"1887" "hsa-miR-4777-3p" 0 1 8
"1888" "hsa-miR-4778-5p" 0 1 8
"1889" "hsa-miR-4778-3p" 0 1 8
"1890" "hsa-miR-4779" 0 1 8
"1891" "hsa-miR-4780" 0 1 8
"1892" "hsa-miR-4436b-5p" 2 1 8
"1893" "hsa-miR-4436b-3p" 1 1 8
"1894" "hsa-miR-4781-5p" 1 1 8
"1895" "hsa-miR-4781-3p" 4 1 8
"1896" "hsa-miR-4782-5p" 0 1 8
"1897" "hsa-miR-4782-3p" 0 1 8
"1898" "hsa-miR-4783-5p" 0 1 8
"1899" "hsa-miR-4783-3p" 1 1 8
"1900" "hsa-miR-4784" 0 1 8
"1901" "hsa-miR-4785" 0 1 8
"1902" "hsa-miR-1245b-5p" 0 1 8
"1903" "hsa-miR-1245b-3p" 0 1 8
"1904" "hsa-miR-2467-5p" 0 1 8
"1905" "hsa-miR-2467-3p" 0 1 8
"1906" "hsa-miR-4786-5p" 2 1 8
"1907" "hsa-miR-4786-3p" 0 1 8
"1908" "hsa-miR-4787-5p" 0 1 8
"1909" "hsa-miR-4787-3p" 1 1 8
"1910" "hsa-miR-4788" 1 1 8
"1911" "hsa-miR-4789-5p" 0 1 8
"1912" "hsa-miR-4789-3p" 0 1 8
"1913" "hsa-miR-4790-5p" 0 1 8
"1914" "hsa-miR-4790-3p" 0 1 8
"1915" "hsa-miR-4791" 8 1 8
"1916" "hsa-miR-4792" 0 1 8
"1917" "hsa-miR-4793-5p" 0 1 8
"1918" "hsa-miR-4793-3p" 2 1 8
"1919" "hsa-miR-4794" 0 1 8
"1920" "hsa-miR-4795-5p" 0 1 8
"1921" "hsa-miR-4795-3p" 0 1 8
"1922" "hsa-miR-4796-5p" 0 1 8
"1923" "hsa-miR-4796-3p" 1 1 8
"1924" "hsa-miR-4797-5p" 3 1 8
"1925" "hsa-miR-4797-3p" 0 1 8
"1926" "hsa-miR-4798-5p" 2 1 8
"1927" "hsa-miR-4798-3p" 0 1 8
"1928" "hsa-miR-4799-5p" 0 1 8
"1929" "hsa-miR-4799-3p" 0 1 8
"1930" "hsa-miR-4800-5p" 0 1 8
"1931" "hsa-miR-4800-3p" 0 1 8
"1932" "hsa-miR-4801" 0 1 8
"1933" "hsa-miR-4802-5p" 0 1 8
"1934" "hsa-miR-4802-3p" 1 1 8
"1935" "hsa-miR-4803" 0 1 8
"1936" "hsa-miR-4804-5p" 1 1 8
"1937" "hsa-miR-4804-3p" 0 1 8
"1938" "hsa-miR-4999-5p" 2 1 8
"1939" "hsa-miR-4999-3p" 0 1 8
"1940" "hsa-miR-5000-5p" 0 1 8
"1941" "hsa-miR-5000-3p" 3 1 8
"1942" "hsa-miR-5001-5p" 2 1 8
"1943" "hsa-miR-5001-3p" 3 1 8
"1944" "hsa-miR-5002-5p" 0 1 8
"1945" "hsa-miR-5002-3p" 0 1 8
"1946" "hsa-miR-5003-5p" 0 1 8
"1947" "hsa-miR-5003-3p" 0 1 8
"1948" "hsa-miR-5004-5p" 0 1 8
"1949" "hsa-miR-5004-3p" 2 1 8
"1950" "hsa-miR-548ao-5p" 0 1 8
"1951" "hsa-miR-548ao-3p" 0 1 8
"1952" "hsa-miR-5006-5p" 1 1 8
"1953" "hsa-miR-5006-3p" 1 1 8
"1954" "hsa-miR-5007-5p" 0 1 8
"1955" "hsa-miR-5007-3p" 0 1 8
"1956" "hsa-miR-548ap-5p" 0 1 8
"1957" "hsa-miR-548ap-3p" 0 1 8
"1958" "hsa-miR-5008-5p" 0 1 8
"1959" "hsa-miR-5008-3p" 0 1 8
"1960" "hsa-miR-5009-5p" 5 1 8
"1961" "hsa-miR-5009-3p" 0 1 8
"1962" "hsa-miR-5010-5p" 3 1 8
"1963" "hsa-miR-5010-3p" 8 1 8
"1964" "hsa-miR-5011-5p" 0 1 8
"1965" "hsa-miR-5011-3p" 0 1 8
"1966" "hsa-miR-5047" 0 1 8
"1967" "hsa-miR-5087" 0 1 8
"1968" "hsa-miR-5088-5p" 2 1 8
"1969" "hsa-miR-5088-3p" 1 1 8
"1970" "hsa-miR-5089-5p" 0 1 8
"1971" "hsa-miR-5089-3p" 0 1 8
"1972" "hsa-miR-5090" 0 1 8
"1973" "hsa-miR-5091" 7 1 8
"1974" "hsa-miR-5092" 0 1 8
"1975" "hsa-miR-5093" 0 1 8
"1976" "hsa-miR-5094" 2 1 8
"1977" "hsa-miR-5095" 4 1 8
"1978" "hsa-miR-1273f" 0 1 8
"1979" "hsa-miR-1273g-5p" 0 1 8
"1980" "hsa-miR-1273g-3p" 8 1 8
"1981" "hsa-miR-5096" 6 1 8
"1982" "hsa-miR-5186" 0 1 8
"1983" "hsa-miR-5187-5p" 1 1 8
"1984" "hsa-miR-5187-3p" 0 1 8
"1985" "hsa-miR-5188" 0 1 8
"1986" "hsa-miR-5189-5p" 0 1 8
"1987" "hsa-miR-5189-3p" 0 1 8
"1988" "hsa-miR-5190" 0 1 8
"1989" "hsa-miR-5191" 0 1 8
"1990" "hsa-miR-5192" 0 1 8
"1991" "hsa-miR-5193" 1 1 8
"1992" "hsa-miR-5194" 0 1 8
"1993" "hsa-miR-5195-5p" 0 1 8
"1994" "hsa-miR-5195-3p" 0 1 8
"1995" "hsa-miR-5196-5p" 0 1 8
"1996" "hsa-miR-5196-3p" 0 1 8
"1997" "hsa-miR-5197-5p" 0 1 8
"1998" "hsa-miR-5197-3p" 0 1 8
"1999" "hsa-miR-4524b-5p" 0 1 8
"2000" "hsa-miR-4524b-3p" 0 1 8
"2001" "hsa-miR-5571-5p" 0 1 8
"2002" "hsa-miR-5571-3p" 0 1 8
"2003" "hsa-miR-5100" 8 1 8
"2004" "hsa-miR-5572" 0 1 8
"2005" "hsa-miR-548aq-5p" 0 1 8
"2006" "hsa-miR-548aq-3p" 3 1 8
"2007" "hsa-miR-548ar-5p" 0 1 8
"2008" "hsa-miR-548ar-3p" 1 1 8
"2009" "hsa-miR-548as-5p" 1 1 8
"2010" "hsa-miR-548as-3p" 0 1 8
"2011" "hsa-miR-5579-5p" 0 1 8
"2012" "hsa-miR-5579-3p" 2 1 8
"2013" "hsa-miR-664b-5p" 6 1 8
"2014" "hsa-miR-664b-3p" 3 1 8
"2015" "hsa-miR-5580-5p" 0 1 8
"2016" "hsa-miR-5580-3p" 0 1 8
"2017" "hsa-miR-5581-5p" 0 1 8
"2018" "hsa-miR-5581-3p" 2 1 8
"2019" "hsa-miR-548at-5p" 0 1 8
"2020" "hsa-miR-548at-3p" 0 1 8
"2021" "hsa-miR-5582-5p" 0 1 8
"2022" "hsa-miR-5582-3p" 2 1 8
"2023" "hsa-miR-5583-5p" 0 1 8
"2024" "hsa-miR-5583-3p" 1 1 8
"2025" "hsa-miR-5584-5p" 0 1 8
"2026" "hsa-miR-5584-3p" 0 1 8
"2027" "hsa-miR-5585-5p" 0 1 8
"2028" "hsa-miR-5585-3p" 8 1 8
"2029" "hsa-miR-5586-5p" 0 1 8
"2030" "hsa-miR-5586-3p" 0 1 8
"2031" "hsa-miR-5587-5p" 0 1 8
"2032" "hsa-miR-5587-3p" 4 1 8
"2033" "hsa-miR-548au-5p" 0 1 8
"2034" "hsa-miR-548au-3p" 0 1 8
"2035" "hsa-miR-1295b-5p" 0 1 8
"2036" "hsa-miR-1295b-3p" 0 1 8
"2037" "hsa-miR-5588-5p" 1 1 8
"2038" "hsa-miR-5588-3p" 1 1 8
"2039" "hsa-miR-5589-5p" 0 1 8
"2040" "hsa-miR-5589-3p" 0 1 8
"2041" "hsa-miR-5590-5p" 0 1 8
"2042" "hsa-miR-5590-3p" 0 1 8
"2043" "hsa-miR-5591-5p" 0 1 8
"2044" "hsa-miR-5591-3p" 0 1 8
"2045" "hsa-miR-548av-5p" 0 1 8
"2046" "hsa-miR-548av-3p" 0 1 8
"2047" "hsa-miR-5680" 0 1 8
"2048" "hsa-miR-5681a" 0 1 8
"2049" "hsa-miR-5682" 0 1 8
"2050" "hsa-miR-548aw" 0 1 8
"2051" "hsa-miR-5683" 0 1 8
"2052" "hsa-miR-5684" 2 1 8
"2053" "hsa-miR-548ax" 0 1 8
"2054" "hsa-miR-5685" 0 1 8
"2055" "hsa-miR-5692c" 0 1 8
"2056" "hsa-miR-5687" 0 1 8
"2057" "hsa-miR-5688" 0 1 8
"2058" "hsa-miR-5681b" 0 1 8
"2059" "hsa-miR-5689" 5 1 8
"2060" "hsa-miR-5690" 0 1 8
"2061" "hsa-miR-5691" 0 1 8
"2062" "hsa-miR-5692a" 0 1 8
"2063" "hsa-miR-4666b" 0 1 8
"2064" "hsa-miR-5693" 0 1 8
"2065" "hsa-miR-5694" 0 1 8
"2066" "hsa-miR-5695" 1 1 8
"2067" "hsa-miR-5696" 1 1 8
"2068" "hsa-miR-5697" 0 1 8
"2069" "hsa-miR-5698" 0 1 8
"2070" "hsa-miR-5699-5p" 2 1 8
"2071" "hsa-miR-5699-3p" 2 1 8
"2072" "hsa-miR-5700" 0 1 8
"2073" "hsa-miR-5701" 8 1 8
"2074" "hsa-miR-5702" 0 1 8
"2075" "hsa-miR-5703" 1 1 8
"2076" "hsa-miR-5692b" 0 1 8
"2077" "hsa-miR-5704" 0 1 8
"2078" "hsa-miR-5705" 0 1 8
"2079" "hsa-miR-5706" 0 1 8
"2080" "hsa-miR-5707" 0 1 8
"2081" "hsa-miR-5708" 0 1 8
"2082" "hsa-miR-5739" 0 1 8
"2083" "hsa-miR-5787" 0 1 8
"2084" "hsa-miR-1199-5p" 0 1 8
"2085" "hsa-miR-1199-3p" 0 1 8
"2086" "hsa-miR-6068" 0 1 8
"2087" "hsa-miR-6069" 0 1 8
"2088" "hsa-miR-6070" 0 1 8
"2089" "hsa-miR-6071" 0 1 8
"2090" "hsa-miR-6072" 0 1 8
"2091" "hsa-miR-6073" 0 1 8
"2092" "hsa-miR-6074" 0 1 8
"2093" "hsa-miR-6075" 0 1 8
"2094" "hsa-miR-6076" 0 1 8
"2095" "hsa-miR-6077" 0 1 8
"2096" "hsa-miR-6078" 0 1 8
"2097" "hsa-miR-6079" 0 1 8
"2098" "hsa-miR-6080" 0 1 8
"2099" "hsa-miR-6081" 0 1 8
"2100" "hsa-miR-6082" 0 1 8
"2101" "hsa-miR-6083" 0 1 8
"2102" "hsa-miR-6084" 0 1 8
"2103" "hsa-miR-6085" 0 1 8
"2104" "hsa-miR-6086" 0 1 8
"2105" "hsa-miR-6087" 7 1 8
"2106" "hsa-miR-6088" 0 1 8
"2107" "hsa-miR-6089" 1 1 8
"2108" "hsa-miR-6090" 0 1 8
"2109" "hsa-miR-6124" 0 1 8
"2110" "hsa-miR-6125" 0 1 8
"2111" "hsa-miR-6126" 0 1 8
"2112" "hsa-miR-6127" 0 1 8
"2113" "hsa-miR-6128" 3 1 8
"2114" "hsa-miR-378j" 0 1 8
"2115" "hsa-miR-6129" 0 1 8
"2116" "hsa-miR-6130" 0 1 8
"2117" "hsa-miR-6131" 0 1 8
"2118" "hsa-miR-6132" 0 1 8
"2119" "hsa-miR-6133" 0 1 8
"2120" "hsa-miR-6134" 0 1 8
"2121" "hsa-miR-6165" 0 1 8
"2122" "hsv1-miR-H26" 0 1 8
"2123" "hsa-miR-6499-5p" 1 1 8
"2124" "hsa-miR-6499-3p" 0 1 8
"2125" "hsa-miR-548ay-5p" 2 1 8
"2126" "hsa-miR-548ay-3p" 0 1 8
"2127" "hsa-miR-6500-5p" 0 1 8
"2128" "hsa-miR-6500-3p" 0 1 8
"2129" "hsa-miR-548az-5p" 6 1 8
"2130" "hsa-miR-548az-3p" 1 1 8
"2131" "hsa-miR-6501-5p" 3 1 8
"2132" "hsa-miR-6501-3p" 0 1 8
"2133" "hsa-miR-6502-5p" 1 1 8
"2134" "hsa-miR-6502-3p" 0 1 8
"2135" "hsa-miR-6503-5p" 0 1 8
"2136" "hsa-miR-6503-3p" 0 1 8
"2137" "hsa-miR-6504-5p" 0 1 8
"2138" "hsa-miR-6504-3p" 0 1 8
"2139" "hsa-miR-6505-5p" 4 1 8
"2140" "hsa-miR-6505-3p" 5 1 8
"2141" "hsa-miR-6506-5p" 0 1 8
"2142" "hsa-miR-6506-3p" 0 1 8
"2143" "hsa-miR-6507-5p" 0 1 8
"2144" "hsa-miR-6507-3p" 0 1 8
"2145" "hsa-miR-6508-5p" 0 1 8
"2146" "hsa-miR-6508-3p" 0 1 8
"2147" "hsa-miR-6509-5p" 0 1 8
"2148" "hsa-miR-6509-3p" 0 1 8
"2149" "hsa-miR-6510-5p" 0 1 8
"2150" "hsa-miR-6510-3p" 7 1 8
"2151" "hsa-miR-6511a-5p" 1 1 8
"2152" "hsa-miR-6511a-3p" 5 1 8
"2153" "hsa-miR-6512-5p" 0 1 8
"2154" "hsa-miR-6512-3p" 0 1 8
"2155" "hsa-miR-6513-5p" 1 1 8
"2156" "hsa-miR-6513-3p" 3 1 8
"2157" "hsa-miR-6514-5p" 5 1 8
"2158" "hsa-miR-6514-3p" 5 1 8
"2159" "hsa-miR-6515-5p" 7 1 8
"2160" "hsa-miR-6515-3p" 6 1 8
"2161" "hsa-miR-6715a-3p" 0 1 8
"2162" "hsa-miR-6715b-5p" 0 1 8
"2163" "hsa-miR-6715b-3p" 0 1 8
"2164" "hsa-miR-6716-5p" 0 1 8
"2165" "hsa-miR-6716-3p" 6 1 8
"2166" "hsa-miR-6717-5p" 0 1 8
"2167" "hsa-miR-6511b-5p" 6 1 8
"2168" "hsa-miR-6511b-3p" 6 1 8
"2169" "hsa-miR-6718-5p" 0 1 8
"2170" "hsa-miR-6719-3p" 0 1 8
"2171" "hsa-miR-6720-5p" 0 1 8
"2172" "hsa-miR-6720-3p" 1 1 8
"2173" "hsa-miR-6721-5p" 3 1 8
"2174" "hsa-miR-6722-5p" 0 1 8
"2175" "hsa-miR-6722-3p" 0 1 8
"2176" "hsa-miR-6723-5p" 8 1 8
"2177" "hsa-miR-6724-5p" 7 1 8
"2178" "hsa-miR-892c-5p" 0 1 8
"2179" "hsa-miR-892c-3p" 1 1 8
"2180" "hsa-miR-6726-5p" 1 1 8
"2181" "hsa-miR-6726-3p" 2 1 8
"2182" "hsa-miR-6727-5p" 2 1 8
"2183" "hsa-miR-6727-3p" 0 1 8
"2184" "hsa-miR-6728-5p" 3 1 8
"2185" "hsa-miR-6728-3p" 0 1 8
"2186" "hsa-miR-6729-5p" 2 1 8
"2187" "hsa-miR-6729-3p" 0 1 8
"2188" "hsa-miR-6730-5p" 2 1 8
"2189" "hsa-miR-6730-3p" 0 1 8
"2190" "hsa-miR-6731-5p" 0 1 8
"2191" "hsa-miR-6731-3p" 0 1 8
"2192" "hsa-miR-6732-5p" 0 1 8
"2193" "hsa-miR-6732-3p" 4 1 8
"2194" "hsa-miR-6733-5p" 6 1 8
"2195" "hsa-miR-6733-3p" 2 1 8
"2196" "hsa-miR-6734-5p" 2 1 8
"2197" "hsa-miR-6734-3p" 1 1 8
"2198" "hsa-miR-6735-5p" 1 1 8
"2199" "hsa-miR-6735-3p" 1 1 8
"2200" "hsa-miR-6736-5p" 2 1 8
"2201" "hsa-miR-6736-3p" 2 1 8
"2202" "hsa-miR-6737-5p" 0 1 8
"2203" "hsa-miR-6737-3p" 4 1 8
"2204" "hsa-miR-6738-5p" 0 1 8
"2205" "hsa-miR-6738-3p" 5 1 8
"2206" "hsa-miR-6739-5p" 0 1 8
"2207" "hsa-miR-6739-3p" 4 1 8
"2208" "hsa-miR-6740-5p" 0 1 8
"2209" "hsa-miR-6740-3p" 1 1 8
"2210" "hsa-miR-6741-5p" 6 1 8
"2211" "hsa-miR-6741-3p" 5 1 8
"2212" "hsa-miR-6742-5p" 0 1 8
"2213" "hsa-miR-6742-3p" 0 1 8
"2214" "hsa-miR-6743-5p" 1 1 8
"2215" "hsa-miR-6743-3p" 1 1 8
"2216" "hsa-miR-6744-5p" 2 1 8
"2217" "hsa-miR-6744-3p" 0 1 8
"2218" "hsa-miR-6745" 0 1 8
"2219" "hsa-miR-6746-5p" 1 1 8
"2220" "hsa-miR-6746-3p" 1 1 8
"2221" "hsa-miR-6747-5p" 1 1 8
"2222" "hsa-miR-6747-3p" 8 1 8
"2223" "hsa-miR-6748-5p" 1 1 8
"2224" "hsa-miR-6748-3p" 1 1 8
"2225" "hsa-miR-6749-5p" 0 1 8
"2226" "hsa-miR-6749-3p" 4 1 8
"2227" "hsa-miR-6750-5p" 0 1 8
"2228" "hsa-miR-6750-3p" 0 1 8
"2229" "hsa-miR-6751-5p" 0 1 8
"2230" "hsa-miR-6751-3p" 1 1 8
"2231" "hsa-miR-6752-5p" 1 1 8
"2232" "hsa-miR-6752-3p" 0 1 8
"2233" "hsa-miR-6753-5p" 0 1 8
"2234" "hsa-miR-6753-3p" 6 1 8
"2235" "hsa-miR-6754-5p" 0 1 8
"2236" "hsa-miR-6754-3p" 0 1 8
"2237" "hsa-miR-6755-5p" 4 1 8
"2238" "hsa-miR-6755-3p" 0 1 8
"2239" "hsa-miR-6756-5p" 0 1 8
"2240" "hsa-miR-6756-3p" 0 1 8
"2241" "hsa-miR-6757-5p" 0 1 8
"2242" "hsa-miR-6757-3p" 0 1 8
"2243" "hsa-miR-6758-5p" 0 1 8
"2244" "hsa-miR-6758-3p" 4 1 8
"2245" "hsa-miR-6759-5p" 0 1 8
"2246" "hsa-miR-6759-3p" 0 1 8
"2247" "hsa-miR-6760-5p" 1 1 8
"2248" "hsa-miR-6760-3p" 0 1 8
"2249" "hsa-miR-6761-5p" 1 1 8
"2250" "hsa-miR-6761-3p" 0 1 8
"2251" "hsa-miR-6762-5p" 0 1 8
"2252" "hsa-miR-6762-3p" 3 1 8
"2253" "hsa-miR-6763-5p" 3 1 8
"2254" "hsa-miR-6763-3p" 0 1 8
"2255" "hsa-miR-6764-5p" 0 1 8
"2256" "hsa-miR-6764-3p" 0 1 8
"2257" "hsa-miR-6765-5p" 1 1 8
"2258" "hsa-miR-6765-3p" 4 1 8
"2259" "hsa-miR-6766-5p" 3 1 8
"2260" "hsa-miR-6766-3p" 0 1 8
"2261" "hsa-miR-6767-5p" 2 1 8
"2262" "hsa-miR-6767-3p" 1 1 8
"2263" "hsa-miR-6768-5p" 0 1 8
"2264" "hsa-miR-6768-3p" 0 1 8
"2265" "hsa-miR-6769a-5p" 1 1 8
"2266" "hsa-miR-6769a-3p" 0 1 8
"2267" "hsa-miR-6770-5p" 0 1 8
"2268" "hsa-miR-6770-3p" 4 1 8
"2269" "hsa-miR-6771-5p" 0 1 8
"2270" "hsa-miR-6771-3p" 0 1 8
"2271" "hsa-miR-6772-5p" 1 1 8
"2272" "hsa-miR-6772-3p" 7 1 8
"2273" "hsa-miR-6773-5p" 1 1 8
"2274" "hsa-miR-6773-3p" 0 1 8
"2275" "hsa-miR-6774-5p" 0 1 8
"2276" "hsa-miR-6774-3p" 0 1 8
"2277" "hsa-miR-6775-5p" 0 1 8
"2278" "hsa-miR-6775-3p" 2 1 8
"2279" "hsa-miR-6776-5p" 0 1 8
"2280" "hsa-miR-6776-3p" 0 1 8
"2281" "hsa-miR-6777-5p" 3 1 8
"2282" "hsa-miR-6777-3p" 5 1 8
"2283" "hsa-miR-6778-5p" 0 1 8
"2284" "hsa-miR-6778-3p" 0 1 8
"2285" "hsa-miR-6779-5p" 0 1 8
"2286" "hsa-miR-6779-3p" 0 1 8
"2287" "hsa-miR-6780a-5p" 1 1 8
"2288" "hsa-miR-6780a-3p" 1 1 8
"2289" "hsa-miR-6781-5p" 1 1 8
"2290" "hsa-miR-6781-3p" 0 1 8
"2291" "hsa-miR-6782-5p" 0 1 8
"2292" "hsa-miR-6782-3p" 0 1 8
"2293" "hsa-miR-6783-5p" 0 1 8
"2294" "hsa-miR-6783-3p" 5 1 8
"2295" "hsa-miR-6784-5p" 0 1 8
"2296" "hsa-miR-6784-3p" 3 1 8
"2297" "hsa-miR-6785-5p" 1 1 8
"2298" "hsa-miR-6785-3p" 0 1 8
"2299" "hsa-miR-6786-5p" 0 1 8
"2300" "hsa-miR-6786-3p" 2 1 8
"2301" "hsa-miR-6787-5p" 2 1 8
"2302" "hsa-miR-6787-3p" 7 1 8
"2303" "hsa-miR-6788-5p" 0 1 8
"2304" "hsa-miR-6788-3p" 0 1 8
"2305" "hsa-miR-6789-5p" 1 1 8
"2306" "hsa-miR-6789-3p" 4 1 8
"2307" "hsa-miR-6790-5p" 0 1 8
"2308" "hsa-miR-6790-3p" 0 1 8
"2309" "hsa-miR-6791-5p" 0 1 8
"2310" "hsa-miR-6791-3p" 0 1 8
"2311" "hsa-miR-6792-5p" 0 1 8
"2312" "hsa-miR-6792-3p" 1 1 8
"2313" "hsa-miR-6793-5p" 1 1 8
"2314" "hsa-miR-6793-3p" 0 1 8
"2315" "hsa-miR-6794-5p" 0 1 8
"2316" "hsa-miR-6794-3p" 1 1 8
"2317" "hsa-miR-6795-5p" 0 1 8
"2318" "hsa-miR-6795-3p" 0 1 8
"2319" "hsa-miR-6796-5p" 0 1 8
"2320" "hsa-miR-6796-3p" 1 1 8
"2321" "hsa-miR-6797-5p" 0 1 8
"2322" "hsa-miR-6797-3p" 2 1 8
"2323" "hsa-miR-6798-5p" 0 1 8
"2324" "hsa-miR-6798-3p" 6 1 8
"2325" "hsa-miR-6799-5p" 1 1 8
"2326" "hsa-miR-6799-3p" 0 1 8
"2327" "hsa-miR-6800-5p" 0 1 8
"2328" "hsa-miR-6800-3p" 2 1 8
"2329" "hsa-miR-6801-5p" 0 1 8
"2330" "hsa-miR-6801-3p" 0 1 8
"2331" "hsa-miR-6802-5p" 1 1 8
"2332" "hsa-miR-6802-3p" 1 1 8
"2333" "hsa-miR-6803-5p" 0 1 8
"2334" "hsa-miR-6803-3p" 3 1 8
"2335" "hsa-miR-6804-5p" 1 1 8
"2336" "hsa-miR-6804-3p" 0 1 8
"2337" "hsa-miR-6805-5p" 5 1 8
"2338" "hsa-miR-6805-3p" 0 1 8
"2339" "hsa-miR-6806-5p" 1 1 8
"2340" "hsa-miR-6806-3p" 7 1 8
"2341" "hsa-miR-6807-5p" 2 1 8
"2342" "hsa-miR-6807-3p" 0 1 8
"2343" "hsa-miR-6808-5p" 0 1 8
"2344" "hsa-miR-6808-3p" 6 1 8
"2345" "hsa-miR-6809-5p" 0 1 8
"2346" "hsa-miR-6809-3p" 0 1 8
"2347" "hsa-miR-6810-5p" 1 1 8
"2348" "hsa-miR-6810-3p" 2 1 8
"2349" "hsa-miR-6811-5p" 0 1 8
"2350" "hsa-miR-6811-3p" 0 1 8
"2351" "hsa-miR-6812-5p" 1 1 8
"2352" "hsa-miR-6812-3p" 8 1 8
"2353" "hsa-miR-6813-5p" 0 1 8
"2354" "hsa-miR-6813-3p" 0 1 8
"2355" "hsa-miR-6814-5p" 0 1 8
"2356" "hsa-miR-6814-3p" 0 1 8
"2357" "hsa-miR-6815-5p" 1 1 8
"2358" "hsa-miR-6815-3p" 0 1 8
"2359" "hsa-miR-6816-5p" 0 1 8
"2360" "hsa-miR-6816-3p" 1 1 8
"2361" "hsa-miR-6817-5p" 0 1 8
"2362" "hsa-miR-6817-3p" 0 1 8
"2363" "hsa-miR-6818-5p" 1 1 8
"2364" "hsa-miR-6818-3p" 4 1 8
"2365" "hsa-miR-6819-5p" 0 1 8
"2366" "hsa-miR-6819-3p" 2 1 8
"2367" "hsa-miR-6820-5p" 4 1 8
"2368" "hsa-miR-6820-3p" 2 1 8
"2369" "hsa-miR-6821-5p" 2 1 8
"2370" "hsa-miR-6821-3p" 1 1 8
"2371" "hsa-miR-6822-5p" 0 1 8
"2372" "hsa-miR-6822-3p" 0 1 8
"2373" "hsa-miR-6823-5p" 0 1 8
"2374" "hsa-miR-6823-3p" 0 1 8
"2375" "hsa-miR-6824-5p" 0 1 8
